System imbalance forecast,Input data availability,"Probability in [-400,-200]",Prediction Datetime,"Probability in [400,inf]","Probability in [-inf,-400]","Probability in [-200,0]",Resolution code,Quarter hour,"Probability in [0,200]","Probability in [200,400]"
26.335571649330404,1.0,0.0007221490103827008,2023-01-27T01:23:06+00:00,4.819529797024509e-05,5.6709450621647816e-08,0.3085625032712432,PT1M,2023-01-27T01:15:00+00:00,0.6743786562382099,0.016288439472743332
15.242926986251423,1.0,0.0008986179154627396,2023-01-27T01:22:06+00:00,0.00024050178846848213,1.5229963412956052e-07,0.30499745760119207,PT1M,2023-01-27T01:15:00+00:00,0.6612532512902031,0.03261001910503945
85.1069554340163,1.0,0.0005349728841801357,2023-01-27T01:21:06+00:00,0.0007857444340723317,2.2654259370449194e-07,0.16982133866940813,PT1M,2023-01-27T01:15:00+00:00,0.7582422106715562,0.07061550679818934
58.521897487691824,1.0,0.0016837530282292977,2023-01-27T01:20:06+00:00,0.0017254089779597543,1.7632636478498742e-06,0.21529007208907597,PT1M,2023-01-27T01:15:00+00:00,0.68728242682845,0.09401657581263706
55.300894279409775,1.0,0.0036100024194517487,2023-01-27T01:19:07+00:00,0.002959483897958138,2.048909124998779e-05,0.20583977968202158,PT1M,2023-01-27T01:15:00+00:00,0.6776017217655195,0.10996852314379914
-27.075435411916093,1.0,0.05545152462949516,2023-01-27T01:18:06+00:00,0.001747499849801373,0.003122995465620559,0.4780286512439621,PT1M,2023-01-27T01:15:00+00:00,0.41874040428095677,0.042908924530164046
-14.603242176728994,1.0,0.05721728434756087,2023-01-27T01:17:06+00:00,0.0014811323374969657,0.0031574559305984104,0.47341731309877294,PT1M,2023-01-27T01:15:00+00:00,0.41858487027731195,0.04614194400825876
-10.374510994778039,1.0,0.06402971664995825,2023-01-27T01:16:07+00:00,0.0016956275748841692,0.0042086804596273624,0.4816588097357645,PT1M,2023-01-27T01:15:00+00:00,0.40021036421673983,0.04819680136302591
-26.55117429167708,1.0,0.06645275221089426,2023-01-27T01:15:07+00:00,0.002054862895427852,0.00454036753782958,0.4942037533336366,PT1M,2023-01-27T01:15:00+00:00,0.38054597383815314,0.05220229018405867
-45.45057199691607,1.0,0.00010955592522587076,2023-01-27T01:14:06+00:00,9.28296940420868e-15,1.6334899087141107e-11,0.9645332777939407,PT1M,2023-01-27T01:00:00+00:00,0.03535707305809632,9.320639284574886e-08
-30.665865348402473,1.0,0.00037223958583103555,2023-01-27T01:13:07+00:00,3.401942149957945e-13,4.753444980734983e-10,0.9376750284845514,PT1M,2023-01-27T01:00:00+00:00,0.061952075685138684,6.557687940592802e-07
